id,code,area_group,district,level_from,level_to,category,name,name_short,area,url,status,yml,json
248,382,Hawaii,Hawaii,K,9,DOE,Pa'auilo Elementary & Intermediate,Paauilo El & Int,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: PO Box 329
  :city: Paauilo
  :state: HI
  :postal_code: ""96776""
  :phone: 776-7710
  :fax: 776-7714
  :principal_last_name: Simon
  :principal_first_name: Brian
",
249,381,Hawaii,Hawaii,K,5,DOE,Pahoa Elementary,Pahoa El,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 15-3030 Puna Road
  :city: Pahoa
  :state: HI
  :postal_code: ""96778""
  :phone: 965-2141
  :fax: 965-2180
  :principal_last_name: Payne-Arakaki
  :principal_first_name: Michelle
",
250,383,Hawaii,Hawaii,7,12,DOE,Pahoa High & Intermediate,Pahoa High & Int,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 15-3038 Puna Road
  :city: Pahoa
  :state: HI
  :postal_code: ""96778""
  :phone: 965-2150
  :fax: 965-2153
  :principal_last_name: Bee
  :principal_first_name: Darlene
",
251,422,Maui,Maui,K,5,DOE,Pa'ia Elementary,Paia El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 955 Baldwin Avenue
  :city: Paia
  :state: HI
  :postal_code: ""96779""
  :phone: 579-2100
  :fax: 579-2103
  :principal_last_name: Alivado
  :principal_first_name: Susan
",
252,264,Oahu,Leeward,K,6,DOE,Palisades Elementary,Palisades El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 2306 Auhuhu Street
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 453-6550
  :fax: 453-5910
  :principal_last_name: Yamada
  :principal_first_name: Suzanne
",
253,142,Oahu,Honolulu,K,5,DOE,Palolo Elementary,Palolo El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 2106 10th Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 733-4700
  :fax: 733-4708
  :principal_last_name: Silberstein
  :principal_first_name: Ruth
",
254,323,Oahu,Windward,K,6,DOE,Reverend Benjamin Parker Elementary,Parker El,Castle-Kahuku,,,"---
:site_contact:
  :street: 45-259 Waikalua Road
  :city: Kaneohe
  :state: HI
  :postal_code: ""96744""
  :phone: 233-5686
  :fax: 233-5689
  :principal_last_name: Kahikina
  :principal_first_name: Kathy
",
255,143,Oahu,Honolulu,K,5,DOE,Pauoa Elementary,Pauoa El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 2301 Pauoa Road
  :city: Honolulu
  :state: HI
  :postal_code: ""96813""
  :phone: 587-4500
  :fax: 587-4506
  :principal_last_name: Richards
  :principal_first_name: Roberta
",
256,265,Oahu,Leeward,K,6,DOE,Pearl City Elementary,Pearl City El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 1090 Waimano Home Road
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 453-6455
  :fax: 453-6467
  :principal_last_name: Hirokane
  :principal_first_name: Susan
",
257,266,Oahu,Leeward,9,12,DOE,Pearl City High,Pearl City High,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 2100 Hookiekie Street
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 454-5500
  :fax: 453-6521
  :principal_last_name: Fujimoto
  :principal_first_name: Carlyn
",
258,267,Oahu,Leeward,K,6,DOE,Pearl City Highlands Elementary,Pearl City Highlands El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 1419 Waimano Home Road
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 453-6470
  :fax: 453-6472
  :principal_last_name: Nakasato
  :principal_first_name: Michael
",
259,927,Oahu,,,,Private,Pearl Harbor Christian Academy,Pearl Harbor Christian Academy,,,,"---
:site_contact:
  :street: 94-1044 Waipio Uka St.
  :city: Waipahu
  :state: HI
  :postal_code: ""96797""
  :phone: 678-3997
  :fax:
  :principal_last_name: Dutton
  :principal_first_name: Jenny
",
260,222,Oahu,Central,K,6,DOE,Pearl Harbor Elementary,Pearl Harbor El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 1 Moanalua Ridge
  :city: Honolulu
  :state: HI
  :postal_code: ""96818""
  :phone: 421-4125/421-4126
  :fax: 421-4128
  :principal_last_name: Sunday
  :principal_first_name: James
",
261,223,Oahu,Central,K,6,DOE,Pearl Harbor Kai Elementary,Pearl Harbor Kai El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 1 C Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96818""
  :phone: 421-4245/421-4246
  :fax: 421-4248
  :principal_last_name: Casupang
  :principal_first_name: Dean
",
262,243,Oahu,Central,K,6,DOE,Pearl Ridge Elementary,Pearl Ridge El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 98-940 Moanalua Road
  :city: Aiea
  :state: HI
  :postal_code: ""96701""
  :phone: 483-7250
  :fax: 483-7255
  :principal_last_name: Dunn
  :principal_first_name: Laureen
",
263,269,Oahu,Leeward,K,6,DOE,Pohakea Elementary,Pohakea El,Campbell-Kapolei,,,"---
:site_contact:
  :street: 91-750 Ft. Weaver Road
  :city: Ewa Beach
  :state: HI
  :postal_code: ""96706""
  :phone: 689-1290
  :fax: 689-1293
  :principal_last_name: Kunihisa
  :principal_first_name: Stacie
",
264,433,Maui,Maui,K,5,DOE,Pomaika'i Elementary,Pomaikai El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 4650 S. Kamehameha Avenue
  :city: Kahului
  :state: HI
  :postal_code: ""96732""
  :phone: 873-3410
  :fax: 873-3414
  :principal_last_name: Yamafuji
  :principal_first_name: Rene
",
265,324,Oahu,Windward,K,6,DOE,Blanche Pope Elementary,Pope El,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 41-133 Huli Street
  :city: Waimanalo
  :state: HI
  :postal_code: ""96795""
  :phone: 259-0450
  :fax: 259-0452
  :principal_last_name: Reed
  :principal_first_name: Ofelia
",
266,426,Maui,Maui,K,5,DOE,Pukalani Elementary,Pukalani El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 2945 Iolani Street
  :city: Pukalani
  :state: HI
  :postal_code: ""96768""
  :phone: 573-8760
  :fax: 573-8766
  :principal_last_name: Okamoto
  :principal_first_name: Chad
",
267,928,Oahu,,,,Private,Punahou School 9-12,Punahou School 9-12,,,,"---
:site_contact:
  :street: 1601 Punahou St
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 944-5711
  :fax:
  :principal_last_name: Conway
  :principal_first_name: Kevin
",
268,929,Oahu,,,,Private,Punahou School K-8,Punahou School K-8,,,,"---
:site_contact:
  :street: 1601 Punahou Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 944-5711
  :fax:
  :principal_last_name: Walker
  :principal_first_name: Michael
",
269,314,Oahu,Windward,K,6,DOE,Pu'ohala Elementary,Puohala El,Castle-Kahuku,,,"---
:site_contact:
  :street: 45-233 Kulauli Street
  :city: Kaneohe
  :state: HI
  :postal_code: ""96744""
  :phone: 233-5660
  :fax: 233-5663
  :principal_last_name: Kane
  :principal_first_name: Alexis
",
270,145,Oahu,Honolulu,K,5,DOE,Pu'uhale Elementary,Puuhale El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 345 Puuhale Road
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 832-3190
  :fax: 832-3195
  :principal_last_name: St. Laurent
  :principal_first_name: Yolanda
",
271,224,Oahu,Central,9,12,DOE,Admiral Arthur W. Radford High,Radford High,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 4361 Salt Lake Boulevard
  :city: Honolulu
  :state: HI
  :postal_code: ""96818""
  :phone: 421-4200
  :fax: 421-4210
  :principal_last_name: Ali
  :principal_first_name: Elias
",
272,225,Oahu,Central,K,6,DOE,Red Hill Elementary,Red Hill El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 1265 Ala Kula Place
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 831-7866/831-7867
  :fax: 831-7861
  :principal_last_name: Smoot
  :principal_first_name: Mona
",
273,146,Oahu,Honolulu,9,12,DOE,President Theodore Roosevelt High,Roosevelt High,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 1120 Nehoa Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 587-4600
  :fax: 587-4637
  :principal_last_name: Uyeda
  :principal_first_name: Lenn
",
274,147,Oahu,Honolulu,K,5,DOE,Royal School,Royal El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 1519 Queen Emma Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96813""
  :phone: 587-4510
  :fax: 587-4518
  :principal_last_name: Sugibayashi
  :principal_first_name: Ann
",
275,943,Oahu,,,,Private,Sacred Hearts Academy,Sacred Hearts Academy,,,,"---
:site_contact:
  :street: 3253 Waialae Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: ""8087345058""
  :fax: ""8087377867""
  :principal_last_name: Rickard
  :principal_first_name: Patricia
",
276,239,Oahu,Central,K,6,DOE,Salt Lake Elementary,Salt Lake El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 1131 Ala Lilikoi Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96818""
  :phone: 831-7870/831-7871
  :fax: 831-7873
  :principal_last_name: Abe
  :principal_first_name: Duwayne
",
277,227,Oahu,Central,K,6,DOE,Alvah A. Scott Elementary,Scott El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 98-1230 Moanalua Road
  :city: Aiea
  :state: HI
  :postal_code: ""96701""
  :phone: 483-7220/483-7221
  :fax: 483-7223
  :principal_last_name: Watanabe
  :principal_first_name: Sandra
",
278,228,Oahu,Central,K,6,DOE,Major General William R. Shafter Elementary,Shafter El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 2 Fort Shafter
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 832-3560/832-3562
  :fax: 832-3562
  :principal_last_name: Martin
  :principal_first_name: Robin
",
279,226,Oahu,Central,K,5,DOE,Sergeant Samuel K. Solomon Elementary,Solomon El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 2875 Waianae Uka Avenue
  :city: Wahiawa
  :state: HI
  :postal_code: ""96786""
  :phone: 624-9500
  :fax: 624-9505
  :principal_last_name: Nanbu
  :principal_first_name: Avis
",
280,930,Oahu,,,,Private,Saint Andrew�s Priory School,St. Andrews Priory School,,,,"---
:site_contact:
  :street: 224 Queen Emma Square
  :city: Honolulu
  :state: HI
  :postal_code: ""96813""
  :phone: 536-6102
  :fax:
  :principal_last_name: Theunik
  :principal_first_name: Sandra
",
281,944,Maui,,,,Private,St. Anthony Junior-Senior High School,St. Anthony High,,,,"---
:site_contact:
  :street: 1618 Lower Main Street
  :city: Wailuku
  :state: HI
  :postal_code: ""96793""
  :phone: ""8082444190""
  :fax:
  :principal_last_name: White
  :principal_first_name: Betty
",
282,931,Oahu,,,,Private,Saint Clement�s Elementary School,St. Clements El,,,,"---
:site_contact:
  :street: 1515 Wilder Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 949-2082
  :fax:
  :principal_last_name: Izumo
  :principal_first_name: Patsy
",
283,932,Oahu,,,,Private,Saint Francis School,St. Francis,,,,"---
:site_contact:
  :street: 2707 Pamoa Road
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 988-4111
  :fax:
  :principal_last_name: Joan of Arc Souza
  :principal_first_name:
",
284,933,Oahu,,,,Private,Saint John Vianney School,St.Vianney,,,,"---
:site_contact:
  :street: 940 Keolu Dr
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 261-4651
  :fax:
  :principal_last_name: Busekrus
  :principal_first_name: Michael
",
285,148,Oahu,Honolulu,6,8,DOE,Robert Louis Stevenson Middle,Stevenson Middle,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 1202 Prospect Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 587-4520
  :fax: 587-4523
  :principal_last_name: Luke
  :principal_first_name: Rodney
",
286,325,Oahu,Windward,K,6,DOE,Sunset Beach Elementary,Sunset Beach El,Castle-Kahuku,,,"---
:site_contact:
  :street: 59-360 Kamehameha Highway
  :city: Haleiwa
  :state: HI
  :postal_code: ""96712""
  :phone: 638-8777
  :fax: 638-8789
  :principal_last_name: Tyrell
  :principal_first_name: Bernie
",
287,942,Oahu,,,,Private,Sunshine School,Sunshine School,,,,"---
:site_contact:
  :street: 175A Kihapai St.
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone:
  :fax:
  :principal_last_name:
  :principal_first_name:
",
288,934,Oahu,,,,Private,The Early School,The Early School,,,,"---
:site_contact:
  :street: 2510 Bingham Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96826""
  :phone: 955-5881
  :fax:
  :principal_last_name: Dote
  :principal_first_name: Frances
",
289,904,Oahu,Central,0,0,Special,UH M?noa Children�s Center,UH Manoa Childrens Center,Aiea,,,"---
:site_contact: !map:HashWithIndifferentAccess
  state: HI
  principal_first_name: Wayne
  email: """"
  principal_last_name: Watkins
  phone: 956-7963
  city: Honolulu
  postal_code: ""96822""
  fax: """"
  street: Office of Student Affairs, Childrens Center, 2600 Campus Road, QLCSS 407
",
290,935,Oahu,,,,Private,Variety School of Hawai�i,Variety School of Hawaii,,,,"---
:site_contact:
  :street: 710 Palekaua Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 732-2835
  :fax:
  :principal_last_name: Yee
  :principal_first_name: Duane
",
291,560,Hawaii,Hawaii,K,8,Charter,Volcano School of Arts & Sciences: A Community Public Charter School,Volcano Sch Art/Sci PCS,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: ""99-128 Old Volcano Road (mail: P.O. Box 845)""
  :city: Volcano
  :state: HI
  :postal_code: ""96785""
  :phone: 985-9800
  :fax: 985-9898
  :principal_last_name: Rizor
  :principal_first_name: David
",
292,541,Oahu,Honolulu,K,8,Charter,Voyager A Public Charter School,Voyager PCS,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact: !ruby/hash:ActiveSupport::HashWithIndifferentAccess
  principal_last_name: Deuber
  phone: 521-9770
  fax: 521-9772
  email: ''
  principal_first_name: Susan Lee
  street: 2428 Wilder Avenue
  city: Honolulu
  state: HI
  postal_code: '96822'
",
293,229,Oahu,Central,K,5,DOE,Wahiawa Elementary,Wahiawa El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 1402 Glen Avenue
  :city: Wahiawa
  :state: HI
  :postal_code: ""96786""
  :phone: 622-6393
  :fax: 622-6394
  :principal_last_name: Tamura
  :principal_first_name: Troy
",
294,230,Oahu,Central,6,8,DOE,Wahiawa Middle,Wahiawa Middle,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 275 Rose Street
  :city: Wahiawa
  :state: HI
  :postal_code: ""96786""
  :phone: 622-6500
  :fax: 622-6506
  :principal_last_name: Yamaguchi
  :principal_first_name: Gayle
",
295,326,Oahu,Windward,K,6,DOE,Waiahole Elementary,Waiahole El,Castle-Kahuku,,,"---
:site_contact:
  :street: 48-215 Waiahole Valley Road
  :city: Kaneohe
  :state: HI
  :postal_code: ""96744""
  :phone: 239-3111
  :fax: 239-3113
  :principal_last_name: Maeda
  :principal_first_name: Karen
",
296,384,Hawaii,Hawaii,K,5,DOE,Waiakea Elementary,Waiakea El,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 180 W. Puainako Street
  :city: Hilo
  :state: HI
  :postal_code: ""96720""
  :phone: 981-7215
  :fax: 981-7218
  :principal_last_name: Urasaki
  :principal_first_name: Jasmine
",
297,389,Hawaii,Hawaii,9,12,DOE,Waiakea High,Waiakea High,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 155 W. Kawili Street
  :city: Hilo
  :state: HI
  :postal_code: ""96720""
  :phone: 974-4888
  :fax: 974-4880
  :principal_last_name: Koga
  :principal_first_name: Kelcy
",
298,385,Hawaii,Hawaii,6,8,DOE,Waiakea Intermediate,Waiakea Int,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 200 W. Puainako Street
  :city: Hilo
  :state: HI
  :postal_code: ""96720""
  :phone: 981-7231
  :fax: 981-7237
  :principal_last_name: Matsunami
  :principal_first_name: Lloyd
",
299,386,Hawaii,Hawaii,K,5,DOE,Waiakeawaena Elementary,Waiakeawaena El,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 2420 Kilauea Avenue
  :city: Hilo
  :state: HI
  :postal_code: ""96720""
  :phone: 981-7200
  :fax: 981-7205
  :principal_last_name: McCall
  :principal_first_name: Beverly
",
300,149,Oahu,Honolulu,K,5,Charter,Wai'alae Elementary Public Charter School,Waialae El PCS,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 1045 19th Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 733-4880
  :fax: 733-4886
  :principal_last_name: Lagareta
  :principal_first_name: Wendy
",
301,231,Oahu,Central,K,6,DOE,Waialua Elementary,Waialua El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 67-020 Waialua Beach Road
  :city: Waialua
  :state: HI
  :postal_code: ""96791""
  :phone: 637-8228
  :fax: 637-8225
  :principal_last_name: Moore
  :principal_first_name: Scott
",
302,232,Oahu,Central,7,12,DOE,Waialua High & Intermediate,Waialua High & Int,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 67-160 Farrington Highway
  :city: Waialua
  :state: HI
  :postal_code: ""96791""
  :phone: 637-8200
  :fax: 637-8209
  :principal_last_name: Porras-Tang
  :principal_first_name: Randiann
",
303,270,Oahu,Leeward,K,6,DOE,Wai'anae Elementary,Waianae El,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 85-220 McArthur Street
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 697-7083
  :fax: 697-7090
  :principal_last_name: Wataoka
  :principal_first_name: John
",
304,272,Oahu,Leeward,9,12,DOE,Wai'anae High,Waianae High,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 85-251 Farrington Highway
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 697-9400
  :fax: 697-7018
  :principal_last_name: Shigeta
  :principal_first_name: Nelson
",
305,273,Oahu,Leeward,7,8,DOE,Wai'anae Intermediate,Waianae Int,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 85-626 Farrington Highway
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 697-7121
  :fax: 697-7124
  :principal_last_name: Fabrao
  :principal_first_name: Raechelle
",
306,288,Oahu,Leeward,K,6,DOE,Waiau Elementary,Waiau El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 98-450 Hookanike Street
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 453-6530
  :fax: 453-6541
  :principal_last_name: Takazono
  :principal_first_name: Troy
",
307,424,Maui,Maui,K,5,DOE,Waihe'e Elementary,Waihee El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 2125 Kahekili Highway
  :city: Wailuku
  :state: HI
  :postal_code: ""96793""
  :phone: 984-5644
  :fax: 984-5648
  :principal_last_name: Hayashida
  :principal_first_name: Leila
",
308,290,Oahu,Leeward,K,6,DOE,Waikele Elementary,Waikele El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 94-1035 Kukula Street
  :city: Waipahu
  :state: HI
  :postal_code: ""96797""
  :phone: 677-6100
  :fax: 677-6106
  :principal_last_name: Oshio
  :principal_first_name: Sheldon
",
309,150,Oahu,Honolulu,K,6,DOE,Waikiki Elementary,Waikiki El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 3710 Leahi Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96815""
  :phone: 971-6900
  :fax: 971-6902
  :principal_last_name: Tabor
  :principal_first_name: Bonnie
",
310,393,Hawaii,Hawaii,K,8,DOE,Waikoloa Elementary & Middle,Waikoloa El & Middle,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 68-1730 Ho'oko Street
  :city: Waikoloa
  :state: HI
  :postal_code: ""96738""
  :phone: 883-6808
  :fax: 883-6811
  :principal_last_name: Kosa-Correia
  :principal_first_name: Kris
",
311,425,Maui,Maui,K,5,DOE,Wailuku Elementary,Wailuku El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 355 S. High Street
  :city: Wailuku
  :state: HI
  :postal_code: ""96793""
  :phone: 984-5622
  :fax: 984-5627
  :principal_last_name: Stanich
  :principal_first_name: Beverly
",
312,233,Oahu,Central,K,6,DOE,Waimalu Elementary,Waimalu El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 98-825 Moanalua Road
  :city: Aiea
  :state: HI
  :postal_code: ""96701""
  :phone: 483-7210/483-7212
  :fax: 483-7213
  :principal_last_name: Hui
  :principal_first_name: Keith
",
313,327,Oahu,Windward,K,8,DOE,Waimanalo Elementary & Intermediate,Waimanalo El & Int,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 41-1330 Kalanianaole Highway
  :city: Waimanalo
  :state: HI
  :postal_code: ""96795""
  :phone: 259-0460
  :fax: 259-0463
  :principal_last_name: Richardson
  :principal_first_name: Noel
",
314,464,Kauai,Kauai,6,8,DOE,Waimea Canyon Middle,Waimea Canyon Middle,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 9555 Huakai St
  :city: Waimea
  :state: HI
  :postal_code: ""96796""
  :phone: 338-6830
  :fax: 338-6832
  :principal_last_name: Miyazaki
  :principal_first_name: Glenda
",
315,387,Hawaii,Hawaii,K,5,DOE,Waimea Elementary,Waimea El,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 67-1225 Mamalahoa Highway
  :city: Kamuela
  :state: HI
  :postal_code: ""96743""
  :phone: 887-7636
  :fax: 887-7640
  :principal_last_name: McClelland
  :principal_first_name: Marcella
",
316,462,Kauai,Kauai,9,12,DOE,Waimea High,Waimea High,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: PO Box 339
  :city: Waimea
  :state: HI
  :postal_code: ""96796""
  :phone: 338-6800
  :fax: 338-6807
  :principal_last_name: Caberto
  :principal_first_name: Nely
",
317,394,Hawaii,Hawaii,6,8,Charter,Waimea Middle Public Conversion Charter School,Waimea Middle PCCS,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 67-1229 Mamalahoa Hwy
  :city: Kamuela
  :state: HI
  :postal_code: ""96743""
  :phone: 887-6090
  :fax: 887-6087
  :principal_last_name: Colson
  :principal_first_name: John
",
318,936,Oahu,,,,Private,Waiokeola Church Preschool,Waiokeola Preschool,,,,"---
:site_contact:
  :street: 4705 Kilauea Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 734-4277
  :fax:
  :principal_last_name: Viray-Wright
  :principal_first_name: Lily
",
319,274,Oahu,Leeward,K,6,DOE,Waipahu Elementary,Waipahu El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 94-465 Waipahu Street
  :city: Waipahu
  :state: HI
  :postal_code: ""96797""
  :phone: 675-0150
  :fax: 675-0121
  :principal_last_name: Taga
  :principal_first_name: Paul
",
320,277,Oahu,Leeward,9,12,DOE,Waipahu High,Waipahu High,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 94-1211 Farrington Highway
  :city: Waipahu
  :state: HI
  :postal_code: ""96797""
  :phone: 528-9555
  :fax: 675-0257
  :principal_last_name: Hayashi
  :principal_first_name: Keith
",
321,278,Oahu,Leeward,7,8,DOE,Waipahu Intermediate,Waipahu Int,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 94-445 Farrington Highway
  :city: Waipahu
  :state: HI
  :postal_code: ""96797""
  :phone: 675-0177
  :fax: 675-0181
  :principal_last_name: Dunn
  :principal_first_name: Randell
",
322,152,Oahu,Honolulu,6,8,DOE,President George Washington Middle,Washington Middle,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 1633 S. King Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96826""
  :phone: 973-0177
  :fax: 973-0181
  :principal_last_name: Harano
  :principal_first_name: Michael
",
323,398,Hawaii,Hawaii,K,6,Charter,Waters of Life New Century Public Charter School,Waters of Life NCPCS,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 17-715 Ala Loop
  :city: Kurtistown
  :state: HI
  :postal_code: ""96760""
  :phone: 966-6175
  :fax: 982-7863
  :principal_last_name: Caluya
  :principal_first_name: Daniel
",
324,235,Oahu,Central,K,6,DOE,Gustav H. Webling Elementary,Webling El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 99-370 Paihi Street
  :city: Aiea
  :state: HI
  :postal_code: ""96701""
  :phone: 483-7240/483-7241
  :fax: 483-7242
  :principal_last_name: Yamada
  :principal_first_name: Sherrylyn
",
325,399,Hawaii,Hawaii,6,12,Charter,West Hawai'i Explorations Academy Public Charter School,West Hawaii Explorations PCS,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: ""73-4460 Queen Ka'ahumanu Highway PMB 503 Hwy, #105""
  :city: Kailua-Kona
  :state: HI
  :postal_code: ""96740""
  :phone: 327-4751
  :fax: 327-4750
  :principal_last_name: Nakakura
  :principal_first_name: Heather
",
326,236,Oahu,Central,K,5,DOE,Major Sheldon Wheeler Elementary,Wheeler El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 1 Wheeler Army Airfield
  :city: Wahiawa
  :state: HI
  :postal_code: ""96786""
  :phone: 622-6400/622-6401
  :fax: 622-6403
  :principal_last_name: Murphy
  :principal_first_name: Fred
",
327,237,Oahu,Central,6,8,DOE,Major Sheldon Wheeler Middle,Wheeler Middle,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 2 Wheeler Army Airfield
  :city: Wahiawa
  :state: HI
  :postal_code: ""96786""
  :phone: 622-6525
  :fax: 622-6529
  :principal_last_name: Vierra-Chun
  :principal_first_name: Brenda
",
328,463,Kauai,Kauai,K,5,DOE,Elsie H. Wilcox Elementary,Wilcox El,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 4319 Hardy Street
  :city: Lihue
  :state: HI
  :postal_code: ""96766""
  :phone: 274-3150
  :fax: 274-3152
  :principal_last_name: Proctor
  :principal_first_name: Terry
",
329,153,Oahu,Honolulu,K,5,DOE,Mayor John H. Wilson Elementary,Wilson El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 4945 Kilauea Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 733-4740
  :fax: 733-4746
  :principal_last_name: Kiyonaga
  :principal_first_name: Richard
",
330,945,Maui,Private,0,0,,Emmanuel Lutheran School,Emmanuel Lutheran School,Aiea,,,"---
:site_contact: !map:HashWithIndifferentAccess
  principal_last_name: """"
  phone: ""8088736334""
  fax: """"
  email: """"
  principal_first_name: """"
  street: 520 West One Street
  city: Kahului
  state: HI
  postal_code: """"
",
331,946,Oahu,Private,0,0,,'Iolani School,Iolani School,Aiea,,,"---
:site_contact: !map:HashWithIndifferentAccess
  principal_last_name: """"
  phone: ""8089495355""
  fax: """"
  email: info@iolani.org
  principal_first_name: """"
  street: 563 Kamoku Street
  city: Honolulu
  state: HI
  postal_code: ""96826""
",
332,947,Oahu,Private,0,0,,Makaha Farms,Makaha Farms,Aiea,,,,
